tech_id,sentence
T1652,"Using the Windows API function EnumDeviceDrivers(), the attacker programmatically retrieved a list of all loaded device drivers."
T1652,The threat actor ran driverquery.exe with the /FO CSV parameter to export device driver information in a structured format.
T1652,The reconnaissance tool utilized driverquery.exe to list device drivers and identify potentially vulnerable third-party drivers.
T1652,A PowerShell script invoked driverquery.exe with the /FO CSV parameter to list device drivers in a structured format.
T1652,"Using driverquery.exe with the /fo table parameter, the threat actor listed all device drivers to identify potential vulnerabilities."
T1652,The attacker used the EnumDeviceDrivers() Windows API function to obtain a list of loaded device drivers.
T1652,The threat actor ran 'driverquery.exe /fo table' to list device drivers in a formatted table for analysis.
T1568,The malware queried 'malicious.example.com' via DNS tunneling to exfiltrate data.
T1568,The malware executed 'malware.exe' to maintain communication with the attacker's server.
T1568,The malware performed DNS queries for 'tunnel.data.com' to bypass network monitoring.
T1568,The malware queried DNS records to establish a covert tunnel for data exfiltration.
T1568,The malware executed 'malware.exe' to maintain resilient communication with the attacker's server.
T1568,The malware executed 'malware.exe' to maintain communication with the attacker's infrastructure.
T1568,The malware executed 'malware.exe' to establish a persistent C2 channel through encrypted HTTPS traffic.
T1568,The malware queried DNS records using base64-encoded data to create a covert tunnel for C2 communications.
T1568,The malware queried multiple DNS servers simultaneously to distribute C2 traffic and maintain resilience.
T1568,The malware executed 'malware.exe' to maintain resilient communication with the attacker's server.
T1568,The attacker used DNS tunneling to covertly exfiltrate data through DNS queries.
T1568,The malicious process executed 'malware.exe' to maintain communication with the command and control server.
T1568,The malware performed DNS queries to encode and transmit stolen credentials through DNS tunneling.
T1568,The attacker used DNS tunneling to exfiltrate data by encoding it in DNS queries.
T1568,The malware performed DNS queries to establish a covert channel for command and control.
T1568,The attacker used DNS tunneling by querying 'malicious.example.com' to exfiltrate data.
T1568,The compromised system executed 'malware.exe' to maintain communication with the C2 server.
T1568,The malware performed DNS queries to 'tunnel.example.org' for covert command and control.
T1568,The threat actor executed 'malware.exe' to ensure resilient C2 connectivity despite network disruptions.
T1568,The attacker used DNS tunneling to exfiltrate data by encoding it in DNS queries.
T1568,The malware performed DNS queries to a malicious domain to bypass network filtering.
T1568,The threat actor executed 'malware.exe' to periodically check in with the command and control infrastructure.
T1568,The attacker used DNS tunneling to exfiltrate data through encoded DNS queries.
T1568,The malicious script executed 'malware.exe' to maintain communication with the command server.
T1568,The compromised system sent DNS queries containing base64-encoded command and control data.
T1568,The threat actor executed 'malware.exe' to create a resilient backdoor connection.
T1039,The attacker used 'net view' to search for available network shares containing sensitive financial documents.
T1039,Malware executed 'dir \\fileserver\shared\*.docx /s' to find Word documents across network shares.
T1039,The threat actor ran 'findstr /s password \\server\share\*.*' to search for files containing password information.
T1039,A compromised script used 'tree \\dataserver\confidential /f' to find all files in the confidential network share.
T1039,"The adversary executed 'forfiles /p \\archive\backup /s /m *.pdf /c ""cmd /c echo @path""' to search for PDF files in backup shares."
T1039,The attacker used 'net view' to search for available network shares across the domain.
T1039,Malware executed 'dir \\server\share\*.txt' to find text files containing sensitive information on a network share.
T1039,The script ran 'net use' to enumerate accessible network drives and their contents.
T1039,"Using PowerShell, the adversary searched for financial documents with 'Get-ChildItem -Path \\fileserver\data\ -Filter *.xlsx'."
